DK_JS,DK_SS,DK_NAME,DK_BRIEF_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON,PLAN_YN,IO_GUBUN
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 VIXX LIVE FANTASIA,20191202,20191208,7,16500,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,"Boyz II Men 25th Anniversary Concerts in Korea, 2019",20191211,20191215,5,17000,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,소리앤 잡가,20191208,20191208,1,200,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,사물놀이 한뫼 20주년 스물놀이 가잔다,20191207,20191207,1,100,165,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,2019년 최현우 빌리브(BELIEVE),20191202,20191231,30,22590,,N,내부
1,8,K-아트홀,K-아트홀,문화예술행사,2019 지현우 팬미팅,20191201,20191201,1,350,190,N,내부
1,8,K-아트홀,K-아트홀,대중공연,이재진 팬미팅,20200111,20200111,1,400,401,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,안은경의 피리 [절대 변하지 않는 것들] : 준비대관,20200113,20200113,1,0,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,태연 4번째 콘서트,20200117,20200119,7,10000,12251,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,안은경의 피리[절대 변하지 않는 것들],20200113,20200114,2,200,118,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,더 청춘,20200609,20200614,6,10000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,태민 콘서트,20200217,20200223,7,13500,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2019 핸드볼코리아,20200226,20200303,,100,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,김건모 25th Anniversary Tour - FINAL,20200226,20200229,4,8700,,N,내부
1,7,우리금융아트홀,제3체육관,체육행사,2020 제1회 동아시아역도 선수권대회,20200226,20200302,6,600,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,Jnjoy20 <In Africa> 앨범 공연,20200418,20200418,1,0,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2020 임수향 팬미팅 '나랑 같이 놀래?',20200418,20200418,1,360,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,어떤 이야기를 들려드릴까요 콘서트,20200418,20200419,2,700,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,슈퍼주니어 콘서트,20200420,20200426,7,14000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,BEYOND LIVE,20200420,20200531,42,150,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,#2020 아시아펜싱 선수권대회,20200530,20200607,9,700,700,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,World Peace Train-The Last Wall,20200530,20200609,11,80000,,N,외부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼 학교 체육대회,20200530,20200530,1,,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,#2020 도쿄올림픽 아시아-오세아니아 지역예선,20200530,20200607,9,700,700,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,투모로우바이투게더 첫 단독콘서트,20200616,20200621,6,6000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,#제12회 KPDC 전국 댄스스포츠 선수권대회 및 WDSF World Open Standard & Latin,20200620,20200621,2,400,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제32회 서울특별시농아인한마음체육대회,20200620,20200620,1,1500,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,공공행사,대한민국 동행세일,20200623,20200704,12,1200,1200,N,내부
1,9,올림픽홀,올림픽홀,대중공연,사라브라이트만 내한공연,20200623,20200624,2,3000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,20200628,20200628,1,0,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,빅톤 단독 콘서트,20200630,20200705,6,9000,,N,내부
1,8,K-아트홀,K-아트홀,문화예술행사,장애어린이축제 극장으로 가는길,20191015,20191020,6,,,Y,내부
1,9,올림픽홀,올림픽홀,체육행사,2019 전국장애인체육대회,20191011,20191019,9,5000,2100,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,2019년 전국체육대회,20191003,20191005,3,700,100,N,내부
1,35,촬영,촬영,문화예술행사,바이럴광고촬영,20180413,20180413,1,10,,N,외부
1,19,평화의광장,평화의광장,공공행사,2018 제 5회 하늘사랑 걷기대회,20180601,20180602,2,2000,,N,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,2018 자이로(Zairo) 콘서트,20180602,20180603,2,230,283,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제2회 오텍그룹회장배 전국보치아동호인대회,20180628,20180630,3,0,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2018 백지영 소극장 콘서트,20181113,20181202,20,350,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 소리바다 베스트 케이뮤직 어워즈 & 샤이니 6번째 콘서트,20180827,20180831,5,20000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 BTOB 콘서트,20180810,20180812,7,39000,25154,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,소리바다 2018 k-뮤직어워즈&샤이니 6번째 콘서트,20180826,20180902,8,20000,36408,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,민트페이퍼 윈터 스페셜,20181219,20181225,7,3000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 성시경 연말 콘서트 '마지막 하루',20181229,20181230,6,9907,,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,2018 서울 스타라이트 뮤지컬 페스티벌,20181001,20181008,8,15000,,,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,몬스타엑스 월드투어 앵콜콘서트,20180825,20180826,6,6850,6580,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2018 서울SK텔레콤 국제 그랑프리대회,20180328,20180402,6,800,1200,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,소녀시대 콘서트,20130604,20130609,6,15000,13824,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제7회 일요신문배 전국 어린이 바둑대회,20180505,20180505,1,700,1000,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2018 코리아오픈 배드민턴 대회,20180921,20180930,10,5500,6120,N,내부
1,8,K-아트홀,K-아트홀,순수예술공연,상주단체공연 <골목길 햄릿>,20180827,20180909,14,300,1173,Y,내부
1,23,한얼광장,한얼광장,문화예술행사,그랜드 민트 페스티벌 2018,20181015,20181022,8,11000,,N,외부
1,9,올림픽홀,올림픽홀,대중공연,막심므라비차와 막심 밴드 크로스오버 콘서트,20181007,20181007,1,2000,1710,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018~2019년 임창정 전국투어 콘서트,20181029,20181105,8,20000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2018 윤종신 콘서트,20181227,20181230,4,3000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,BRANDNEW YEAR 2018,20181207,20181208,2,3400,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,바리톤김주택 생일파티,20180729,20180729,1,237,220,N,내부
1,8,K-아트홀,K-아트홀,대중공연,박기영 데뷔 20주년 기념 콘서트,20181025,20181027,3,700,558,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2018 최재훈 콘서트 [일년에 단 한번],20181123,20181124,2,350,703,N,내부
1,8,K-아트홀,K-아트홀,대중공연,태권도 컨피던스 페스트벌,20181117,20181117,1,300,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 K-pop 더팩트 어워즈,20190422,20190424,3,8000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 k-pop 더팩트 어워즈,20190422,20190424,3,8000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2019 정승환 콘서트,20190620,20190623,4,2500,4334,N,내부
1,8,K-아트홀,K-아트홀,문화예술행사,2019 KTA 태권도 품새 최강전,20190307,20190309,3,300,330,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀 신규앨범 발매전 콘서트,20190323,20190323,1,200,,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,19년 육군 창작뮤지컬 공연 연습,20190826,20191017,53,0,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,김용진 봄날 콘서트,20190419,20190421,3,600,459,N,내부
1,19,평화의광장,평화의광장,공공행사,2019서울국제마라톤 겸 제90회 동아마라톤,20190316,20190317,2,10000,10000,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,SIA 1st LIVE TOUR in ASIA,20190722,20190725,4,12000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,제10회 크레디아 파크콘서트,20190907,20190909,3,10000,6246,N,내부
1,19,평화의광장,평화의광장,문화예술행사,GD 파라노이즈 유토피아(GD PARA NOISE UTOPIA),20191116,20191125,10,5000,8000,N,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,2019 W24 단독콘서트,20191011,20191013,3,232,298,N,내부
1,19,평화의광장,평화의광장,공공행사,제1회 송파쌤(SSEM) 교육한마당,20190904,20190908,5,20000,,,외부
1,25,만남의광장,만남의광장,문화예술행사,EXO 5번째 콘서트,20190715,20190729,15,75000,,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,세븐틴 정규 3집 앨범 발매기념 쇼케이스,20190916,20190916,1,3500,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),20191014,20191020,7,8000,19029,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,레드벨벳 3번째 콘서트,20191019,20191020,7,13000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,MIKA Live in Seoul,20191024,20191026,3,10000,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,ifbb pro regional 내추럴프로 대회,20190518,20190519,2,250,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,정민 1st concet (가제),20190621,20190622,2,237,440,N,내부
1,23,한얼광장,한얼광장,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),20191014,20191021,8,,19029,N,외부
1,9,올림픽홀,올림픽홀,대중공연,YG CONCERT 2019(블랙핑크 팬미팅),20190917,20190922,6,6000,5048,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2019 박진영 나쁜파티,20191225,20191231,7,8100,8643,Y,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2019 김종국 연말 콘서트,20191228,20191228,4,5522,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2019 김연우 연말 콘서트,20191228,20191229,7,10500,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,TV조선 내일은 미스트롯 전국투어 콘서트,20191228,20191229,7,30252,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,DJDOC 데뷔 25주년 기념 콘서트,20191229,20191231,3,16200,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2020잔나비 전국투어 콘서트 -서울,20200212,20200217,6,5600,5765,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,#제9회 나라사랑 독도사랑 전국배드민턴대회,20200321,20200322,2,5000,,N,내부
1,19,평화의광장,평화의광장,공공행사,서울 국제마라톤 행사,20200321,20200322,2,10000,,N,외부
1,9,올림픽홀,올림픽홀,문화예술행사,황치열 전국콘서트 <Bon Voyage：시간여행자>,20200422,20200425,4,4400,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2013 딕펑스 썸머 콘서트,20130829,20130831,3,4000,3000,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,BLOCK B(블락비) Concert 2016 BLOCKBUSTER,20160329,20160404,7,16000,15502,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,워킹 위드 다니노소어,20200107,20200120,14,150000,,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,WALKING WITH DINOSAURS,20200107,20200120,14,10000,,N,외부
1,9,올림픽홀,올림픽홀,문화예술행사,2020 에이핑크 콘서트,20200201,20200202,5,5000,3896,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2020 지코 콘서트,20200222,20200223,6,9200,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,찰리푸스 내한공연,20200218,20200223,6,15000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,*2019-20 케이윌 전국투어 콘서트 - 서울 앵콜 공연,20200303,20200308,6,8000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 엠씨더맥스 데뷔 20주년 기념 콘서트,20200309,20200315,7,20000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,*태민 콘서트,20200309,20200315,7,14100,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,*코리아개더링,20200323,20200328,6,3000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,엠씨더맥스 데뷔 20주년 기념 콘서트,20200323,20200329,7,20000,,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,트롯 Show 뮤지컬 <트롯 연가>,20200323,20200511,49,49500,0,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 세븐틴 팬미팅,20200323,20200329,7,30000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,NCT 127 2번째 콘서트,20200323,20200329,7,36000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2020 아스트로 팬미팅(가제),20200417,20200419,3,6000,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2020 서울 SK텔레콤 국제 그랑프리 펜싱 선수권대회,20200422,20200427,6,200,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,#2020 서울 SK텔레콤 국제 그랑프리 펜싱 선수권대회,20200422,20200427,6,400,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,SuperM 콘서트,20200427,20200503,7,33300,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,BAZZI 1st SOLO CONCERT,20200501,20200502,2,3800,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,Stray Kids(스트레이 키즈) 2020 Fan Meeting (가제),20200502,20200503,2,2500,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 몬스타엑스 콘서트,20200504,20200510,7,20000,,N,내부
1,19,평화의광장,평화의광장,공공행사,*송파구청 어린이 대축제,20200504,20200505,2,30000,,N,외부
1,9,올림픽홀,올림픽홀,대중공연,2020한결도현 팬콘서트 - Celebrate (가제),20200504,20200505,2,4000,,N,내부
1,19,평화의광장,평화의광장,공공행사,송파구청 어린이 대축제,20200504,20200505,2,10000,,N,외부
1,5,핸드볼경기장,핸드볼경기장,체육행사,#제9회 일요신문배 전국어린이 바둑대회,20200505,20200505,1,700,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,해군 호국음악회,20200505,20200507,3,2000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,할시 내한공연,20200508,20200509,2,4000,,N,내부
1,19,평화의광장,평화의광장,공공행사,2020 근대5종 월드컵 결승 대회,20200509,20200520,12,3000,,N,외부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤지컬 <만덕>,20200512,20200527,16,10000,,N,내부
1,33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2020 (BML 2020),20200512,20200517,6,18500,18500,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,뷰티풀 민트 라이프 2020 (BML 2020),20200512,20200517,6,18500,18500,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2020 (BML 2020),20200512,20200517,6,18500,18500,N,외부
1,8,K-아트홀,K-아트홀,대중공연,이준 팬미팅,20200516,20200516,1,369,,N,내부
1,9,올림픽홀,올림픽홀,체육행사,2020년 전국장애학생 체육대회,20200517,20200522,6,2000,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2020 김진호 콘서트 <노래샘> 앙코르,20200520,20200523,4,1200,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2020 전국소년(장애학생)체육대회 ,20200525,20200602,9,,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼경기장 보조경기장 5월 대관신청,20200525,20200529,5,90,90,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,#2020 전국소년(장애학생)체육대회,20200525,20200602,9,9000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2020잔나비 전국투어 콘서트 - 서울앵콜,20200528,20200531,4,5600,,N,내부
1,7,우리금융아트홀,제3체육관,체육행사,제49회 전국소년체전-역도경기,20200528,20200602,6,1000,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2020 자이로 콘서트,20200528,20200531,4,1200,,N,내부
1,9,올림픽홀,올림픽홀,체육행사,2020년 전국소년체육대회,20200529,20200531,3,1000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,K-1 WORLD GP IN SEOUL 2010 FINAL 16,20100923,20100926,4,7300,0,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,현대백화점과 함께하는 니요(Ne-Yo) 내한공연,20110329,20110330,2,10000,10173,,내부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,제5회 댄스스포츠 선수권대회,20101106,20101107,2,3000,0,,내부
1,13,올림픽수영장,수영장,체육행사,제27회 전국마스터즈 수영대회,20090711,20090712,2,1600,1600,,내부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,2010 아시아 펜싱 선수권대회,20100705,20100714,10,7000,2800,,내부
1,33,88호수수변무대,88호수,문화예술행사,디 아티스트(8월),20110824,20110828,5,3000,3363,,외부
1,9,올림픽홀,올림픽홀,대중공연,achime 단독콘서트,20120211,20120211,1,250,240,,내부
1,9,올림픽홀,올림픽홀,대중공연,신유콘서트,20131209,20131210,2,2600,1900,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 6월 대관신청,20200601,20200630,25,425,425,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2020 오마이걸 콘서트,20200603,20200607,5,4500,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,지니 뮤직 페스티벌 2020,20200604,20200606,3,10000,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2020 케이시 콘서트,20200605,20200607,3,700,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,서울컵 국제 경기대회,20200618,20200628,11,1000,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,서울컵 국제 경기대회,20200618,20200628,11,1000,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,20200618,20200618,1,10,,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,서울컵국제경기대회,20200618,20200628,11,100,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 TWICE 단독 콘서트(가제),20200622,20200629,8,22000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다._수정SY,20200627,20200627,1,120,,,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,20200627,20200627,1,120,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,dd,20200701,20200701,1,0,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 애니송 콘서트,20200701,20200704,4,6300,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 AOMG CONCERT / PLAYLIST FESTIVAL,20200701,20200705,5,18500,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 7월 대관신청,20200701,20200731,24,408,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2020 장윤정 라이브 콘서트 - 서울,20200703,20200704,2,6000,,N,내부
1,8,K-아트홀,K-아트홀,순수예술공연,창극으로 보는 땀띠 콘서트 “땀띠와 꿈을!!”,20200703,20200704,2,30,30,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,대동인 한마당 축제(광주대동고 동문행사),20200705,20200705,1,1000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,20200929,20201004,6,25000,,N,내부
1,33,88호수수변무대,88호수,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,20200929,20201004,6,25000,,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 Retro Dance Night a.k.a PMF,20200930,20201004,5,20000,,N,내부
1,19,평화의광장,평화의광장,공공행사,제4회 대한민국 청년의 날,20201029,20201029,1,1000,,,외부
1,9,올림픽홀,올림픽홀,문화예술행사,2020 엄유민법 콘서트,20201029,20201031,3,2700,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Super Junior 15주년 기념 팬미팅,20201103,20201107,5,6500,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,청춘페스티벌/원더우먼페스티벌,20201106,20201108,3,3000,,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,미스터 칠드런 내한공연 (Mr.Children Live in Seoul),20201106,20201107,2,3000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2020년도 하반기 올림픽공원 체육관 대관 신청,20201106,20201109,4,,,N,내부
1,19,평화의광장,평화의광장,공공행사,드론 플레시옵 개최,20201111,20201113,3,,,N,외부
1,9,올림픽홀,올림픽홀,대중공연,박정현 단독 콘서트,20120725,20120729,5,8000,4900,,내부
1,37,기타,기타,문화예술행사,에너지 나눔 콘서트,20170825,20170827,3,4000,,N,외부
1,21,88잔디마당,88잔디마당,문화예술행사,조이올팍페스티벌,20170918,20170926,,,,N,외부
1,9,올림픽홀,올림픽홀,문화예술행사,뮤즈라이브_K루키즈 오디션,20140628,20140628,1,200,236,,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,RE:START Concert,20151224,20151226,3,237,,,내부
1,9,올림픽홀,올림픽홀,대중공연,긴민밴드,20121206,20121206,1,200,120,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,인피니트 팬미팅,20150226,20150302,5,,16649,,내부
1,9,올림픽홀,올림픽홀,대중공연,제프버넷 내한공연,20151204,20151205,2,2700,,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,나무야나무야(5월),20160501,20160531,,,1681,Y,내부
1,8,K-아트홀,K-아트홀,대중공연,모던태권도 킥스,20151202,20161030,,,,N,내부
1,33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2016,20160511,20160516,6,5000,1554,N,외부
1,19,평화의광장,평화의광장,문화예술행사,종교대통합만국회의1주년기념행사,20150917,20150918,2,100,,N,외부
1,19,평화의광장,평화의광장,공공행사,한성백제문화제,20161003,20161010,8,,,N,외부
1,9,올림픽홀,올림픽홀,문화예술행사,THE STATION 콘서트,20190626,20190701,6,5200,5292,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 WINNER CONCERT ,20191021,20191028,8,20000,13557,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,씨엔블루콘서트,20110916,20110918,3,5000,5000,,내부
1,9,올림픽홀,올림픽홀,대중공연,갤럭시 타임리스 콘서트,20131022,20131024,3,3000,2400,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,ALAN WALKER(알렌워커) 내한 공연,20180907,20180908,2,2000,,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,Stray Kids UNVEIL,20181019,20181021,3,3500,1742,N,내부
1,9,올림픽홀,올림픽홀,대중공연,현대백화점 슈퍼스테이지,20190521,20190522,2,4000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2018 십센치 겨울콘서트,20181229,20181230,5,6400,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Festa on lce 2010(세계피겨울스타초청아이스쇼),20100405,20100420,16,38000,28304,,내부
1,9,올림픽홀,올림픽홀,대중공연,세르지오 멘데스 내한공연,20120508,20120508,1,2600,1800,,내부
1,9,올림픽홀,올림픽홀,대중공연,청춘 발라드 콘서트,20130418,20130420,3,5200,0,,내부
1,19,평화의광장,평화의광장,공공행사,지구의 날 기념식 및 걷기대회(가칭),20160422,20160423,2,2000,,N,외부
1,8,K-아트홀,K-아트홀,순수예술공연,땀띠와 함께 가요,20180706,20180707,2,400,198,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,주다스 프리스트 내한공연,20181130,20181201,2,2700,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,BoA 콘서트,20181226,20181231,6,7500,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,BRANDNEW YEAR 2018(브랜뉴이어 2018),20181130,20181203,4,4000,3351,N,내부
1,9,올림픽홀,올림픽홀,대중공연,LANY 내한공연,20190807,20190808,2,3500,3230,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,,2011 힘내라! 한국경제! - 가을밤콘서트,20111010,20111011,2,7000,5000,,내부
1,9,올림픽홀,올림픽홀,대중공연,사내동아리정기공연,20121127,20121127,1,150,120,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,슈퍼주니어 월드투어 슈퍼쇼5,20130318,20130324,7,18000,17962,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,소녀시대 팬미팅(추가금),20120831,20120901,0,0,0,,내부
1,7,우리금융아트홀,제3체육관,대중공연,하동균 단독 콘서트,20150320,20150322,3,1184,,,내부
1,8,K-아트홀,K-아트홀,대중공연,모던태권도 킥스,20151202,20161030,,,1119,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2015 홍종현 서울팬미팅,20150515,20150516,2,250,220,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,6월 핸드볼팀 훈련,20150617,20150630,12,360,177,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2015 TEEN TOP CONCERT IN SEOUL(틴탑 콘서트),20150730,20150803,5,3000,4900,N,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,2017스포츠산업JOBFAIR,20170927,20170928,2,0,7600,N,내부
1,9,올림픽홀,올림픽홀,대중공연,왕좌의 게임 to HipHop,20170823,20170827,5,12000,,N,내부
1,19,평화의광장,평화의광장,공공행사,2016 한성백제문화제,20161003,20161010,,,,N,외부
1,9,올림픽홀,올림픽홀,대중공연,2017 윤미래 단독 콘서트,20170216,20170218,3,2000,,N,내부
1,19,평화의광장,평화의광장,공공행사,한성백제문화제,20181004,20181016,,50000,,N,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,3인3색 콘서트,20191117,20191117,1,230,150,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,제23회 한국사회인검도대회,20100716,20100718,3,1500,5500,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2012 박진영콘서트 '나쁜파티',20121226,20121231,6,12000,10398,,내부
